0.000000000000000000e+00,6.984767343873002354e-02,7.601309458734092916e-02
1.000000000000000000e+00,5.815899620291355848e-02,6.456229489734084670e-02
2.000000000000000000e+00,4.187498594248918043e-02,4.642103034523693134e-02
3.000000000000000000e+00,3.864188711485872646e-02,4.324799929446909719e-02
4.000000000000000000e+00,3.498803738122558543e-02,3.938677951838354119e-02
5.000000000000000000e+00,3.256635333892392986e-02,3.697817844009983201e-02
6.000000000000000000e+00,3.227909779553168185e-02,3.645082935849042194e-02
7.000000000000000000e+00,3.058166954581421210e-02,3.530791766709923118e-02
8.000000000000000000e+00,3.094528624362630556e-02,3.555213060548572529e-02
9.000000000000000000e+00,2.923946650569367312e-02,3.386345636839805523e-02
1.000000000000000000e+01,2.670105552937667923e-02,3.086952661448737548e-02
1.100000000000000000e+01,2.765115527117677566e-02,3.189087316306477016e-02
1.200000000000000000e+01,2.708936000396190702e-02,3.115993730245524701e-02
1.300000000000000000e+01,2.627822547869167885e-02,3.079148922539424668e-02
1.400000000000000000e+01,2.544286612990842578e-02,2.972692462573320663e-02
1.500000000000000000e+01,2.525443384477951692e-02,2.951805840859722530e-02
1.600000000000000000e+01,2.683336122070951665e-02,3.122811349456779129e-02
1.700000000000000000e+01,2.407017095914986554e-02,2.846768140610977937e-02
1.800000000000000000e+01,2.498165194717440543e-02,2.965254354393389441e-02
1.900000000000000000e+01,2.378890825662438938e-02,2.781949945422641096e-02
2.000000000000000000e+01,2.348456767427735056e-02,2.750416339109364866e-02
2.100000000000000000e+01,2.424310283744542799e-02,2.832441536197930626e-02
2.200000000000000000e+01,2.384076576691509727e-02,2.814704417087949759e-02
2.300000000000000000e+01,2.340731357903722346e-02,2.791692028806136774e-02
2.400000000000000000e+01,2.422279433066796411e-02,2.889435794747058014e-02
2.500000000000000000e+01,2.258739064443069863e-02,2.698659580502067029e-02
2.600000000000000000e+01,2.392954840254263305e-02,2.855256487821246705e-02
2.700000000000000000e+01,2.412026558455649186e-02,2.861880150579015555e-02
2.800000000000000000e+01,2.235106325063070803e-02,2.667078363267907926e-02
2.900000000000000000e+01,2.287823937319420978e-02,2.753539825623324902e-02
