0.000000000000000000e+00,1.791943662304880114e-01,1.852652961212881144e-01
1.000000000000000000e+00,1.740565242222797404e-01,1.795467074182061917e-01
2.000000000000000000e+00,1.722399112144463174e-01,1.768597885480855947e-01
3.000000000000000000e+00,1.679539055591703356e-01,1.729133568100697516e-01
4.000000000000000000e+00,1.659069447917720097e-01,1.712668419567071332e-01
5.000000000000000000e+00,1.727885247964366933e-01,1.791931416733779370e-01
6.000000000000000000e+00,1.637537022303487133e-01,1.695365114282471330e-01
7.000000000000000000e+00,1.647518792436003243e-01,1.713999876380301324e-01
8.000000000000000000e+00,1.606500516644712995e-01,1.671381075061335042e-01
9.000000000000000000e+00,1.599269868422448782e-01,1.668346098476168882e-01
1.000000000000000000e+01,1.590590942802513619e-01,1.661365504092370826e-01
1.100000000000000000e+01,1.587086716700152056e-01,1.655926587049962873e-01
1.200000000000000000e+01,1.567558087825423607e-01,1.640379226165120941e-01
1.300000000000000000e+01,1.498760975005764551e-01,1.575978379398711993e-01
1.400000000000000000e+01,1.369838664862174371e-01,1.455936347358121052e-01
1.500000000000000000e+01,1.285861033234138862e-01,1.370212581712245414e-01
1.600000000000000000e+01,1.251017017704269263e-01,1.339867395189817678e-01
1.700000000000000000e+01,1.195025193615164294e-01,1.280999841676619400e-01
1.800000000000000000e+01,1.164057146030481465e-01,1.255651336967891496e-01
1.900000000000000000e+01,1.146014242149403645e-01,1.241718109734612496e-01
2.000000000000000000e+01,1.135161788516989290e-01,1.225334529209741313e-01
2.100000000000000000e+01,1.124727883254125899e-01,1.215477792708336974e-01
2.200000000000000000e+01,1.110244095404182563e-01,1.204546106528847083e-01
2.300000000000000000e+01,1.078981206243486979e-01,1.179907913317891077e-01
2.400000000000000000e+01,1.065714405495625516e-01,1.167056691463344287e-01
2.500000000000000000e+01,1.085486259550617338e-01,1.191844632966322926e-01
2.600000000000000000e+01,1.044062621178503680e-01,1.146666443678197866e-01
2.700000000000000000e+01,1.046445141007284474e-01,1.145346148728291491e-01
2.800000000000000000e+01,6.290095646820516306e-02,7.052871610192147644e-02
2.900000000000000000e+01,5.490525709493018769e-02,6.347547610426679254e-02
3.000000000000000000e+01,5.331276904439605224e-02,6.228237434363210340e-02
3.100000000000000000e+01,7.224872898713097236e-02,8.113254769244890308e-02
3.200000000000000000e+01,4.757096600695212563e-02,5.663132531888474819e-02
3.300000000000000000e+01,5.355927203978623485e-02,6.300279827330906857e-02
3.400000000000000000e+01,5.066030717063042116e-02,5.822380859147059662e-02
3.500000000000000000e+01,4.165180617320624751e-02,5.073433744975228143e-02
3.600000000000000000e+01,5.076029746251944919e-02,5.825522261206658031e-02
3.700000000000000000e+01,3.975573139749773860e-02,4.856499740076711952e-02
3.800000000000000000e+01,5.046006194822982849e-02,6.052956501798616162e-02
3.900000000000000000e+01,3.766643293963788802e-02,4.727875909501676882e-02
4.000000000000000000e+01,3.650801988562657474e-02,4.566683923231790870e-02
4.100000000000000000e+01,6.411980448583798342e-02,7.208053998679696261e-02
4.200000000000000000e+01,3.795920413174936475e-02,4.727680749160335927e-02
4.300000000000000000e+01,3.591435386267560065e-02,4.606634716162362475e-02
4.400000000000000000e+01,5.482607227142190925e-02,6.615998344040947832e-02
4.500000000000000000e+01,3.390351192599068419e-02,4.413482573669973152e-02
4.600000000000000000e+01,8.117756914778279098e-02,9.399221311053596040e-02
4.700000000000000000e+01,5.647628158049185221e-02,6.581591340499209908e-02
4.800000000000000000e+01,4.663069895928560749e-02,5.557953632387015869e-02
4.900000000000000000e+01,4.052526020287531422e-02,5.121674595290304915e-02
5.000000000000000000e+01,2.903521305969429880e-02,3.942238356966550061e-02
5.100000000000000000e+01,6.153855628978769504e-02,7.350550305437331122e-02
5.200000000000000000e+01,2.688506937991915965e-02,3.823939934993372119e-02
5.300000000000000000e+01,2.928338315568544334e-02,4.033020835961064615e-02
5.400000000000000000e+01,2.350651705645395370e-02,3.484660044291628539e-02
5.500000000000000000e+01,2.855208035000763797e-02,3.983675355762970882e-02
5.600000000000000000e+01,2.957507781370610073e-02,4.072869627815050436e-02
5.700000000000000000e+01,2.888331174920039449e-02,4.112337725019268170e-02
5.800000000000000000e+01,2.210423230463611291e-02,3.371432071434256328e-02
5.900000000000000000e+01,2.345460561357616547e-02,3.549470843262200054e-02
6.000000000000000000e+01,2.040905455336764970e-02,3.246134581392868396e-02
6.100000000000000000e+01,3.002692586197137567e-02,4.160560337464670744e-02
6.200000000000000000e+01,2.089849843430931220e-02,3.294830739412951681e-02
6.300000000000000000e+01,1.946907337246240113e-02,3.186314269560811679e-02
6.400000000000000000e+01,1.965611992231358629e-02,3.238295733254766690e-02
6.500000000000000000e+01,1.880536250391738259e-02,3.170648523716970008e-02
6.600000000000000000e+01,2.220976120121578856e-02,3.515761707452400020e-02
6.700000000000000000e+01,1.806313013984166965e-02,3.154821940515933898e-02
6.800000000000000000e+01,2.066393352063598809e-02,3.435224094386807314e-02
6.900000000000000000e+01,2.437539437316267599e-02,3.818006121281963122e-02
7.000000000000000000e+01,2.277975438146857476e-02,3.720677987609356807e-02
7.100000000000000000e+01,2.969729245221973055e-02,4.337158098351710095e-02
7.200000000000000000e+01,1.721762508990531612e-02,3.178343829415589128e-02
7.300000000000000000e+01,2.213443395487693990e-02,3.647450679663338802e-02
7.400000000000000000e+01,1.944639644659120967e-02,3.366165219120124952e-02
7.500000000000000000e+01,1.646534135030085916e-02,3.137328116733961725e-02
7.600000000000000000e+01,1.823754260860402029e-02,3.320914887039867064e-02
7.700000000000000000e+01,1.934124040988666540e-02,3.389550619667332926e-02
7.800000000000000000e+01,2.319062590018667463e-02,3.795766738269444607e-02
7.900000000000000000e+01,1.575924112735302765e-02,3.123824733197100648e-02
8.000000000000000000e+01,1.576265874159076333e-02,3.073187269079638920e-02
8.100000000000000000e+01,3.074924852206847858e-02,4.559811066446491784e-02
8.200000000000000000e+01,1.537705327430089093e-02,3.085151096050102459e-02
8.300000000000000000e+01,2.039948692330572147e-02,3.558695167717172009e-02
8.400000000000000000e+01,1.939544779044533734e-02,3.509691430627845388e-02
